Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
TGTX,"TG Therapeutics, Inc.",7.21,604706636.7,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tgtx
WTER,The Alkaline Water Company Inc.,3.35,116100377.2,n/a,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/wter
ANDE,"The Andersons, Inc.",37.19,1208675000,n/a,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/ande
TBBK,"The Bancorp, Inc.",9.28,523819696.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tbbk
BPRN,The Bank of Princeton,32.56,216551969,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bprn
CG,The Carlyle Group L.P.,17.84,6064370414,n/a,2012,Finance,Investment Managers,https://www.nasdaq.com/symbol/cg
TCGP,The Carlyle Group L.P.,22.44,0,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/tcgp
CAKE,The Cheesecake Factory Incorporated,46.85,2123958196,n/a,1992,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cake
CHEF,"The Chefs&#39; Warehouse, Inc.",31.85,954550806.3,n/a,2011,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/chef
TCFC,The Community Financial Corporation,30.2,168442281.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcfc
DSGX,The Descartes Systems Group Inc.,34.52,2663609664,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dsgx
DXYN,"The Dixie Group, Inc.",1.32,21729697.44,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/dxyn
ENSG,"The Ensign Group, Inc.",50.12,2641128332,n/a,2007,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ensg
XONE,The ExOne Company,10.64,173431489.3,n/a,2013,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/xone
FBMS,"The First Bancshares, Inc.",32.9,488017149.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbms
FLIC,The First of Long Island Corporation,23.39,594637888.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/flic
GT,The Goodyear Tire & Rubber Company,19.75,4585898571,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/gt
HABT,"The Habit Restaurants, Inc.",13.25,345152801,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/habt
HCKT,"The Hackett Group, Inc.",16.43,484984617.5,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/hckt
HAIN,"The Hain Celestial Group, Inc.",19.25,2004279046,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/hain
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",5.89,36127251.51,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cuba
INTG,The Intergroup Corporation,29.2541,68153657.07,n/a,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/intg
JYNT,The Joint Corp.,11.98,164535632.1,n/a,2014,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/jynt
KEYW,The KEYW Holding Corporation,7.49,373436000.6,n/a,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/keyw
KHC,The Kraft Heinz Company,32.4,39509687909,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/khc
OLD,The Long-Term Care ETF,26.96,2696026.96,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/old
LOVE,The Lovesac Company,31.69,428932642.9,n/a,2018,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/love
MSG,The Madison Square Garden Company,293.19,6965757547,n/a,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/msg
MDCO,The Medicines Company,25.41,1876717881,n/a,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mdco
MEET,"The Meet Group, Inc.",6.17,456218604.6,n/a,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/meet
MIK,"The Michaels Companies, Inc.",13.31,2098914700,n/a,2014,Consumer Services,Recreational Products/Toys,https://www.nasdaq.com/symbol/mik
MIDD,The Middleby Corporation,123.13,6858767769,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/midd
NAVG,"The Navigators Group, Inc.",69.76,2077305118,n/a,1986,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/navg
SLIM,The Obesity ETF,35,3500035,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/slim
STKS,"The ONE Group Hospitality, Inc.",2.91,82335254.82,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/stks
ORG,The Organics ETF,26.5,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/org
PRSC,The Providence Service Corporation,69.5,1028600000,n/a,2003,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/prsc
RMR,The RMR Group Inc.,70.45,2200131449,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/rmr
SMPL,The Simply Good Foods Company,20.24,1657422714,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/smpl
TSG,The Stars Group Inc.,16.6,4534960109,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/tsg
TTD,"The Trade Desk, Inc.",195.12,8599645515,n/a,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ttd
ULTI,"The Ultimate Software Group, Inc.",331.45,11927558043,n/a,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ulti
YORW,The York Water Company,35.95,464897383.2,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/yorw
NCTY,The9 Limited,1.48,13609107.64,9195343,2004,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ncty
TXMD,"TherapeuticsMD, Inc.",5.94,1432501359,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/txmd
TRPX,Therapix Biosciences Ltd.,4.61,15926116.29,3454689,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/trpx
TBPH,"Theravance Biopharma, Inc.",24.42,1357251268,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tbph
TST,"TheStreet, Inc.",2.21,110936044.1,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/tst
TCRD,"THL Credit, Inc.",6.86,224140827.4,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/tcrd
TBRG,"Thunder Bridge Acquisition, Ltd.",10.15,327337500,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tbrg
TBRGU,"Thunder Bridge Acquisition, Ltd.",10.48,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tbrgu
TBRGW,"Thunder Bridge Acquisition, Ltd.",0.3899,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tbrgw
TIBR,Tiberius Acquisition Corporation,10,215625000,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tibr
TIBRU,Tiberius Acquisition Corporation,10.27,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tibru
TIBRW,Tiberius Acquisition Corporation,0.39,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tibrw
TTTN,TigerShares China-U.S. Internet Titans ETF,27.13,8247520,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tttn
TTS,"Tile Shop Hldgs, Inc.",6.32,334464170.7,n/a,n/a,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/tts
TLRY,"Tilray, Inc.",79.51,7523407306,n/a,2018,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/tlry
TSBK,"Timberland Bancorp, Inc.",30.7,255221472.1,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/tsbk
TIPT,Tiptree Inc.,6.1,219215742.7,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/tipt
TITN,Titan Machinery Inc.,19.48,432810302.2,n/a,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/titn
TMDI,Titan Medical Inc.,4,88459756,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tmdi
TTNP,"Titan Pharmaceuticals, Inc.",1.85,667838.9,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ttnp
TVTY,"Tivity Health, Inc.",21.02,863320029.2,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/tvty
TIVO,TiVo Corporation,9.92,1238016000,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/tivo
TLSA,Tiziana Life Sciences plc,5,4065215,813043,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tlsa
TKKS,TKK Symphony Acquisition Corporation,9.86,310097000,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tkks
TKKSR,TKK Symphony Acquisition Corporation,0.28,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tkksr
TKKSU,TKK Symphony Acquisition Corporation,10.22,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tkksu
TKKSW,TKK Symphony Acquisition Corporation,0.17,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tkksw
TMUS,"T-Mobile US, Inc.",72.34,61505020706,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tmus
TMSR,TMSR Holding Company Limited,2.38,70048605.06,n/a,2015,Finance,Business Services,https://www.nasdaq.com/symbol/tmsr
TOCA,Tocagen Inc.,11,253210067,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/toca
TNXP,Tonix Pharmaceuticals Holding Corp.,2,4782274,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tnxp
TISA,"Top Image Systems, Ltd.",0.8322,15366354.13,n/a,1996,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/tisa
TOPS,TOP Ships Inc.,0.8458,19721913.59,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/tops
TRCH,"Torchlight Energy Resources, Inc.",1.6,112179801.6,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/trch
TRMD,TORM plc,5.99,442696808.2,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/trmd
TOTA,Tottenham Acquisition I Limited,10.02,59769300,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tota
TOTAR,Tottenham Acquisition I Limited,0.37,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/totar
TOTAU,Tottenham Acquisition I Limited,10.41,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/totau
TOTAW,Tottenham Acquisition I Limited,0.121,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/totaw
TBLT,"ToughBuilt Industries, Inc.",1.61,15892158.66,n/a,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tblt
TBLTU,"ToughBuilt Industries, Inc.",5.3095,0,n/a,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tbltu
TBLTW,"ToughBuilt Industries, Inc.",0.249,0,n/a,2018,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tbltw
TSEM,Tower Semiconductor Ltd.,18.05,1894878296,n/a,1994,Technology,Semiconductors,https://www.nasdaq.com/symbol/tsem
CLUB,"Town Sports International Holdings, Inc.",5.73,155754510.2,n/a,2006,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/club
TOWN,Towne Bank,27.69,2003733491,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/town
TPIC,"TPI Composites, Inc.",28.68,989772325.2,n/a,2016,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tpic
TCON,"TRACON Pharmaceuticals, Inc.",1.074,32081805.2,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tcon
TSCO,Tractor Supply Company,94.96,11516729048,n/a,1994,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/tsco
TWMC,Trans World Entertainment Corp.,0.47,17041654.33,n/a,n/a,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/twmc
TACT,TransAct Technologies Incorporated,10.23,75610216.44,n/a,1996,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/tact
TRNS,"Transcat, Inc.",23,165808265,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/trns
TGA,TransGlobe Energy Corporation,1.98,142966630.6,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tga
TBIO,"Translate Bio, Inc.",10.23,461803580.7,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tbio
TA,TravelCenters of America LLC,4.6,185828734.6,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/ta
TANNI,TravelCenters of America LLC,25.39,0,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tanni
TANNL,TravelCenters of America LLC,25.01,0,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tannl
TANNZ,TravelCenters of America LLC,25.28,0,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tannz
TZOO,Travelzoo,13.32,161316135.7,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/tzoo
TRMT,Tremont Mortgage Trust,9.411,29915846.79,n/a,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/trmt
TRVN,"Trevena, Inc.",1.36,111959841.7,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/trvn
TPCO,Tribune Publishing Company,11.92,424368235,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/tpco
TCDA,"Tricida, Inc.",23.72,998677206.3,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tcda
TCBK,TriCo Bancshares,40.36,1227639120,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbk
TDAC,Trident Acquisitions Corp.,10.14,266745375,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tdac
TDACU,Trident Acquisitions Corp.,10.35,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tdacu
TDACW,Trident Acquisitions Corp.,0.19,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tdacw
TRIL,Trillium Therapeutics Inc.,0.6704,14238512.3,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tril
TRS,TriMas Corporation,31.65,1441043965,n/a,2007,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/trs
TRMB,Trimble Inc.,40.47,10178780524,n/a,1990,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/trmb
TRIB,Trinity Biotech plc,3.1,74266157.5,23956825,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/trib
TMCX,Trinity Merger Corp.,10.15,437718750,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tmcx
TMCXU,Trinity Merger Corp.,10.53,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tmcxu
TMCXW,Trinity Merger Corp.,0.37,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/tmcxw
TRIP,"TripAdvisor, Inc.",52.54,7257676578,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/trip
TSC,"TriState Capital Holdings, Inc.",22.68,664337978.6,n/a,2013,Finance,Major Banks,https://www.nasdaq.com/symbol/tsc
TSCAP,"TriState Capital Holdings, Inc.",26.1,764515927.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tscap
TBK,"Triumph Bancorp, Inc.",33.8,902509348,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/tbk
TRVG,trivago N.V.,5.32,189178582.9,35559884,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/trvg
TROV,"TrovaGene, Inc.",3.41,13691852.46,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/trov
TRUE,"TrueCar, Inc.",7.36,765474518.4,n/a,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/true
THST,"Truett-Hurst, Inc.",2.18,10002042.74,n/a,2013,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/thst
TRUP,"Trupanion, Inc.",31.58,1084223729,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/trup
TRST,TrustCo Bank Corp NY,8.41,812902190,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/trst
TRMK,Trustmark Corporation,35.64,2323015093,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/trmk
TSRI,"TSR, Inc.",5.32,10438169.84,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/tsri
TTEC,"TTEC Holdings, Inc.",34.75,1605209426,n/a,1996,Technology,Professional Services,https://www.nasdaq.com/symbol/ttec
TTMI,"TTM Technologies, Inc.",12.55,1310011369,n/a,2000,Technology,Electrical Products,https://www.nasdaq.com/symbol/ttmi
TC,TuanChe Limited,6.17,16042000,2600000,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tc
TCX,Tucows Inc.,78.4,834016456,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/tcx
TUES,Tuesday Morning Corp.,2.74,128235660.6,n/a,1999,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/tues
TOUR,Tuniu Corporation,4.84,172357574,35611069,2014,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/tour
HEAR,Turtle Beach Corporation,15.08,214733002.1,n/a,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/hear
TWLV,Twelve Seas Investment Company,9.98,267254420,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/twlv
TWLVR,Twelve Seas Investment Company,0.28,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/twlvr
TWLVU,Twelve Seas Investment Company,10.5,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/twlvu
TWLVW,Twelve Seas Investment Company,0.24,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/twlvw
FOX,"Twenty-First Century Fox, Inc.",50.31,93422120780,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/fox
FOXA,"Twenty-First Century Fox, Inc.",50.61,93979199616,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/foxa
TWIN,"Twin Disc, Incorporated",18,235791216,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/twin
TWST,Twist Bioscience Corporation,21.99,616114148.8,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/twst
TRCB,Two River Bancorp,16.36,140810389.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/trcb
TYME,"Tyme Technologies, Inc.",2.51,259630677.7,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tyme
USCR,"U S Concrete, Inc.",40.86,680187798.5,n/a,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/uscr
PRTS,"U.S. Auto Parts Network, Inc.",1.06,37085988.92,n/a,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/prts
USEG,U.S. Energy Corp.,0.8061,10847251.6,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/useg
GROW,"U.S. Global Investors, Inc.",1.37,20736859.78,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/grow
USAU,U.S. Gold Corp.,0.9382,17041186.15,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/usau
USWS,"U.S. Well Services, Inc.",8.2,529936734.2,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/usws
USWSW,"U.S. Well Services, Inc.",0.7,0,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/uswsw
UBNT,"Ubiquiti Networks, Inc.",144.38,10181978777,n/a,2011,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/ubnt
UFPT,"UFP Technologies, Inc.",33.34,245822721.4,n/a,1993,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/ufpt
ULTA,"Ulta Beauty, Inc.",315.3,18701119319,n/a,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/ulta
UCTT,"Ultra Clean Holdings, Inc.",10.63,414720744,n/a,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/uctt
UPL,Ultra Petroleum Corp.,0.6866,135296990.1,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/upl
RARE,Ultragenyx Pharmaceutical Inc.,67.55,3463893613,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rare
ULBI,Ultralife Corporation,10.45,163639873.1,n/a,1992,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ulbi
UMBF,UMB Financial Corporation,69.24,3453430234,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/umbf
UMPQ,Umpqua Holdings Corporation,18.2,4009399194,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/umpq
UNAM,Unico American Corporation,5.76,30568913.28,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/unam
UBSH,Union Bankshares Corporation,35.93,2942750034,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ubsh
UNB,"Union Bankshares, Inc.",47.005,209922026.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/unb
QURE,uniQure N.V.,57.31,2156363253,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/qure
UBCP,"United Bancorp, Inc.",10.925,62742471.65,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ubcp
UBOH,"United Bancshares, Inc.",22.9411,75002668.81,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/uboh
UBSI,"United Bankshares, Inc.",38.55,3944570462,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ubsi
UCBI,"United Community Banks, Inc.",27.87,2208869179,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ucbi
UCFC,United Community Financial Corp.,10.05,493745193.8,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/ucfc
UAL,"United Continental Holdings, Inc.",86.92,23183960993,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ual
UBNK,"United Financial Bancorp, Inc. ",15.27,779093540.8,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/ubnk
UFCS,"United Fire Group, Inc",49.14,1232025844,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ufcs
UIHC,United Insurance Holdings Corp.,16.44,706666462.3,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/uihc
UNFI,"United Natural Foods, Inc.",15.19,779439168.7,n/a,1996,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/unfi
UBFO,United Security Bancshares,10.96,185734977.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ubfo
USLM,"United States Lime & Minerals, Inc.",72.99,408573422.4,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/uslm
UTHR,United Therapeutics Corporation,126.84,5545753782,n/a,1999,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/uthr
UG,"United-Guardian, Inc.",19.8,90967516.2,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ug
UNIT,Uniti Group Inc.,9.78,1750435989,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/unit
UNTY,"Unity Bancorp, Inc.",22.24,239284052,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/unty
UBX,"Unity Biotechnology, Inc.",10.13,428727553.1,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ubx
OLED,Universal Display Corporation,152.38,7178678943,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/oled
UEIC,Universal Electronics Inc.,33.88,468094346.7,n/a,1993,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/ueic
UFPI,"Universal Forest Products, Inc.",31.1,1893702698,n/a,1993,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/ufpi
ULH,"Universal Logistics Holdings, Inc.",22.02,624736620.5,n/a,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/ulh
USAP,"Universal Stainless & Alloy Products, Inc.",18.64,163411977.7,n/a,1994,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/usap
UVSP,Univest Financial Corporation,26.31,770116116.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/uvsp
UMRX,Unum Therapeutics Inc.,4.36,130754097.9,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/umrx
UPLD,"Upland Software, Inc.",35.28,761674032,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/upld
UPWK,Upwork Inc.,22.45,2386414930,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/upwk
UONE,"Urban One, Inc. ",2.24,105281469.4,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/uone
UONEK,"Urban One, Inc. ",2.03,95411331.68,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/uonek
URBN,"Urban Outfitters, Inc.",31.13,3350904270,n/a,1993,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/urbn
MYT,"Urban Tea, Inc.",1.17,17737567.38,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/myt
URGN,UroGen Pharma Ltd.,39.96,816071112,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/urgn
UROV,Urovant Sciences Ltd.,12.41,376307325.5,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/urov
ECOL,"US Ecology, Inc.",58.4,1288902191,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/ecol
USAT,"USA Technologies, Inc.",3.95,237003618.2,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/usat
USATP,"USA Technologies, Inc.",20.8,9257310.4,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/usatp
USAK,"USA Truck, Inc.",17.09,142896924.2,n/a,1992,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/usak
